f1_val,f1_test
74.03936004638672,73.56321716308594
76.25898742675781,73.56746673583984
77.37765502929688,74.08828735351562
77.09497833251953,75.34516143798828
76.60713958740234,73.56746673583984
76.74418640136719,74.7697982788086
75.6706771850586,74.42748260498047
76.9520263671875,75.53816223144531
75.30289459228516,71.8146743774414
75.93096923828125,76.15384674072266
76.88172149658203,74.62686157226562
76.28318786621094,75.2767562866211
75.81094360351562,73.87033081054688
76.93743896484375,73.76725769042969
77.11267852783203,74.07406616210938
76.2923355102539,74.1284408569336
77.53623962402344,74.71697998046875
76.29757690429688,73.22404479980469
77.15078735351562,76.74419403076172
76.95133209228516,74.38330078125
77.0384292602539,74.05940246582031
77.16104888916016,75.42213439941406
77.57685852050781,74.06015014648438
76.04070281982422,75.0
76.09668731689453,72.03065490722656
76.05633544921875,74.16973876953125
76.72492980957031,74.85822296142578
77.3062744140625,75.2895736694336
77.25975799560547,73.9837417602539
76.79244995117188,72.8323745727539
