tp_rm,tp_dm,tp_shared,fp_rm,fp_dm,fp_shared,tn_rm,tn_dm,tn_shared,fn_rm,fn_dm,fn_shared
553,1690,478,166,540,93,2272,1898,1825,2009,872,797
