tp_rm,tp_dm,tp_shared,fp_rm,fp_dm,fp_shared,tn_rm,tn_dm,tn_shared,fn_rm,fn_dm,fn_shared
1274,2080,1162,398,520,203,2040,1918,1723,1288,482,370
