f1_val,f1_test
74.43869018554688,76.59574890136719
74.20289611816406,76.60377502441406
71.18302154541016,73.15010070800781
77.1480712890625,75.0
74.16830444335938,77.32793426513672
74.6075668334961,73.96226501464844
74.90272521972656,74.65069580078125
75.09505462646484,75.09881591796875
72.23880767822266,72.09776306152344
76.63896179199219,76.92308044433594
74.83253479003906,74.6031723022461
74.58937072753906,74.85379791259766
76.95201873779297,76.74858093261719
75.71157836914062,75.68627166748047
77.2727279663086,75.42857360839844
75.92919921875,74.41860961914062
76.21723937988281,74.28571319580078
75.31220245361328,72.90837097167969
74.20634460449219,72.03218841552734
77.53961181640625,76.172607421875
77.11538696289062,74.80000305175781
75.15923309326172,73.41771697998047
74.88500213623047,75.70621490478516
74.22480773925781,72.80000305175781
74.64921569824219,74.14830017089844
75.52704620361328,74.85604095458984
76.2575454711914,73.87754821777344
75.57931518554688,77.3851547241211
73.85192108154297,73.27102661132812
75.53397369384766,75.82205200195312
