f1_val,f1_test
77.63712310791016,76.9230728149414
75.31380462646484,78.99160766601562
77.53304290771484,72.26890563964844
76.85185241699219,75.86206817626953
76.11335754394531,73.13433074951172
79.04761505126953,78.9473648071289
78.0952377319336,78.4000015258789
76.99114990234375,75.20000457763672
77.93427276611328,79.66101837158203
75.94937133789062,78.99160766601562
76.80000305175781,73.84615325927734
78.63248443603516,76.0330581665039
78.67298126220703,74.54544830322266
76.22949981689453,76.80000305175781
76.63551330566406,73.50428009033203
77.82805633544922,77.8760986328125
76.73469543457031,75.80644226074219
77.23577880859375,77.16535186767578
77.44680786132812,78.63248443603516
79.62963104248047,81.41593170166016
79.63801574707031,76.0330581665039
77.68595123291016,72.72727966308594
76.85589599609375,74.19354248046875
77.07317352294922,75.6756820678711
76.14678192138672,76.36363983154297
74.0740737915039,67.24137878417969
76.77725219726562,76.10619354248047
76.22949981689453,76.19047546386719
79.4117660522461,79.27928161621094
77.98165130615234,76.27118682861328
