f1_val,f1_test,f1_test_dirty
81.260986328125,80.7766243752403,66.22720281256866
82.51600646972656,81.45054110499336,69.05699481865284
81.27497863769531,79.84466019417476,66.70948405052451
82.24989318847656,81.45885048691999,68.7137642258965
82.78374481201172,81.14419147694105,68.4931506849315
82.01324462890625,81.28804241115257,66.94487151328794
81.13935089111328,80.89359200470312,65.95139040945917
81.34786987304688,80.32112786371646,65.77680525164114
80.54271697998047,81.2451057165231,66.82464454976304
81.34879302978516,80.83079268292683,67.53081172970676
81.66180419921875,80.66536203522506,65.52719200887901
81.58943176269531,80.45709858609335,66.880068288519
80.4810791015625,80.01546192500967,64.99890278692122
81.78459930419922,80.73076923076923,67.03200350723367
81.78694152832031,80.62130177514794,68.05215973920129
81.14630889892578,80.40661750049831,67.86026200873361
81.14490509033203,81.07377365778291,68.77752149297548
81.83020782470703,81.21960344182568,72.20015885623512
81.3341064453125,81.06119287374128,67.11496746203905
81.15113067626953,80.36845135290731,68.60223973454998
81.63937377929688,81.06575963718821,68.98707794914549
81.15260314941406,80.41037553232675,67.43261157755192
81.2549057006836,80.13180849001745,66.58036677454153
82.7303695678711,81.31573914706446,69.7324414715719
81.89096069335938,80.78892471079082,68.05944432479001
81.46369171142578,80.72425499811392,65.51724137931035
82.00198364257812,81.20975609756098,69.00129701686122
82.27909088134766,81.7956064947469,68.32694763729246
81.70137786865234,81.43159515104867,69.17103882476391
82.16716766357422,81.3751416698149,69.46983546617916
