f1_val,f1_test
79.72027587890625,77.88378143310547
77.50623321533203,76.31103515625
79.31501007080078,76.47561645507812
78.38458251953125,77.07061767578125
80.48214721679688,75.98944091796875
79.67710876464844,74.69244384765625
78.14960479736328,76.149169921875
79.38092803955078,77.24268341064453
78.02146911621094,76.49122619628906
80.0,77.19298553466797
78.52216339111328,73.53462982177734
80.29739379882812,77.69517517089844
79.46715545654297,76.843017578125
80.5381088256836,77.5473403930664
78.8342056274414,76.38483428955078
80.27210235595703,76.05364227294922
78.98089599609375,75.88126373291016
78.13864135742188,75.95629119873047
79.04666900634766,74.34146118164062
77.49748229980469,74.7272720336914
78.087646484375,74.88151550292969
78.80859375,75.0
78.4822769165039,78.26888275146484
80.61943817138672,76.41427612304688
80.21600341796875,75.2276840209961
81.5985107421875,75.29812622070312
78.88723754882812,75.0679931640625
77.64151000976562,72.48201751708984
80.09367370605469,76.58802032470703
79.59674072265625,73.8683090209961
