f1_val,f1_test,f1_test_dirty
80.1505126953125,73.4486312866211,60.14319809069213
79.33116149902344,75.09434509277344,63.075196408529756
76.62399291992188,72.86384582519531,55.08982035928144
79.64523315429688,75.73529052734375,67.2216441207076
80.86124420166016,75.28517150878906,70.06237006237006
79.7354736328125,75.30516052246094,70.94188376753506
80.29533386230469,75.79143524169922,66.52126499454744
77.3154296875,77.15930938720703,63.26530612244898
77.62393951416016,76.59574127197266,70.89843749999999
79.20310974121094,74.36676788330078,58.35351089588379
78.43485260009766,75.1012191772461,65.85635359116021
78.26487731933594,77.47252655029297,68.12500000000001
76.13240051269531,72.8382568359375,59.16870415647922
78.38458251953125,73.60139465332031,68.77470355731225
78.35420227050781,75.86207580566406,57.375145180023225
81.21034240722656,79.23444366455078,72.10031347962382
79.2801513671875,75.88294982910156,62.52873563218391
80.0,75.61214447021484,65.60170394036209
79.55640411376953,75.12100219726562,64.55981941309254
79.2248764038086,75.4369888305664,68.77551020408164
78.63719940185547,74.85265350341797,61.731207289293856
79.63386535644531,77.49288177490234,66.15384615384615
78.05335235595703,74.9110336303711,62.32356134636265
78.50467681884766,78.07585906982422,69.26147704590818
79.71084594726562,76.85588836669922,71.9689621726479
80.83657836914062,76.66970825195312,68.20083682008367
78.30374908447266,76.75070190429688,65.58791801510249
80.65727233886719,76.40653228759766,63.509149623250806
77.18951416015625,72.54545593261719,54.97076023391813
78.85375213623047,76.82597351074219,69.15322580645162
